trial,in_mask,out_mask,count_zero,prob,abs_bias,z,exceeds_threshold,timestamp
194,e072044fdd22cd59f28cb9bc04bf99d0,864aca26e920199f427b5abf22df962a,24946,0.498920,0.001080,-0.483,0,2026-07-07T10:14:48
195,479d40cf76317c1ccd4f18b19124ca41,d2fe33c244a41712efe2cdd27f7f788e,24833,0.496660,0.003340,-1.494,0,2026-07-07T10:14:48
196,b27b0251380103a3be08cc3811b8fa94,5f3263a93103bb5df9fb5ca6ae2fa2f7,24939,0.498780,0.001220,-0.546,0,2026-07-07T10:14:48
197,c2c6da89480066c0421fd374efdaa961,e2fcbbc4e750b909240fa99e43746299,25201,0.504020,0.004020,+1.798,0,2026-07-07T10:14:49
198,0107a864e9a311813e939d3d12f9eb2e,28d6d90eabcabea410a3e19be9a936e3,24896,0.497920,0.002080,-0.930,0,2026-07-07T10:14:49
199,147488274c1061cf4aa08472e9cf8e28,df89bebfb7e72fe9b413c356c4ff4ea4,25110,0.502200,0.002200,+0.984,0,2026-07-07T10:14:49
200,dd149333eeb6da0de193756fb92641f0,ede1c0acee8b6fd75e99c7a665c6a2cb,24895,0.497900,0.002100,-0.939,0,2026-07-07T10:14:50
201,e98b3f147403d5047a7fe0a69694a19c,909d123485110bf4ba2c7a49615ebcef,25022,0.500440,0.000440,+0.197,0,2026-07-07T10:14:50
202,8a869d1696ca091c99f284d4600fbeb4,2769ab7764478650edfba8fbc637f178,25065,0.501300,0.001300,+0.581,0,2026-07-07T10:14:50
203,9d27bdb4362a5e646dcf349f89092c5c,75398d46de8d366127bcd7ff4001b7c7,24892,0.497840,0.002160,-0.966,0,2026-07-07T10:14:50
204,a39df3613a1b472b9b90c10e053ea200,21da74a2b304e2e619a6a475a09896d7,24856,0.497120,0.002880,-1.288,0,2026-07-07T10:14:51
205,e29b83c8e400948eb77a11e23dcddb0c,f3ee5843d79d3564183dbee3e4af695d,24840,0.496800,0.003200,-1.431,0,2026-07-07T10:14:51
206,8199050d8f67dd4e13bab51e479d904d,7a1624017b1646fd906aaeac205eeb89,24867,0.497340,0.002660,-1.190,0,2026-07-07T10:14:52
207,4fa27d58400442515303207394383ce5,8084ab43ce67b70863568cf0209eeb99,24831,0.496620,0.003380,-1.512,0,2026-07-07T10:14:52
208,42f280bb51c4b4190dd15d4dea21bd6a,ecfbadc4d35866351f6471bdd277ae68,25002,0.500040,0.000040,+0.018,0,2026-07-07T10:14:52
209,4b62c3c4ca58a864175b3f097f0e4be8,0beee45746e400b31f6c258a4f34ce87,24972,0.499440,0.000560,-0.250,0,2026-07-07T10:14:52
210,4eace583b625d2cc8b2a37dde9c44e1d,509ed851114b7275826b247762f28e40,25004,0.500080,0.000080,+0.036,0,2026-07-07T10:14:53
211,b0abe10b16a38cbfaad5a27473337cbd,bfe2661a60dcc3f65f7ee6e192c83598,24943,0.498860,0.001140,-0.510,0,2026-07-07T10:14:53
212,cf4260d09960cdf47da44487d519db85,5ff98f55b7af06c8460d3b889873c846,25085,0.501700,0.001700,+0.760,0,2026-07-07T10:14:53
213,80218bdffed04c636b4116df93727f76,4d24c6f448299f3f639816c00e328778,25011,0.500220,0.000220,+0.098,0,2026-07-07T10:14:54
214,236d45b7533e4f4c1ed3fd3393545ba1,65bb685244785c8a1509cc820b410ef6,24893,0.497860,0.002140,-0.957,0,2026-07-07T10:14:54
215,e8b366cf95df6db41094af4a557a9d64,01ffcb690d5bccc8047969697910b997,25029,0.500580,0.000580,+0.259,0,2026-07-07T10:14:54
216,646db12288bae1384d5dac7e7ee246de,e5a94375f019cbb680a27c07fa3bc293,24959,0.499180,0.000820,-0.367,0,2026-07-07T10:14:54
217,c4586719c22e225e31334c247e4fda81,72895bec585d89abc4cd661b17c81477,25150,0.503000,0.003000,+1.342,0,2026-07-07T10:14:55
218,ee4df303b9a900af1c8fadd748045b5e,5f9c2c96bdd03daf5b1498af39c41d77,24831,0.496620,0.003380,-1.512,0,2026-07-07T10:14:55
219,ecde5c86d3db4129ec0f87c3882bd89c,402bf0147e990c0e0b924ea75a65e555,25066,0.501320,0.001320,+0.590,0,2026-07-07T10:14:55
220,b15578c00bd58773aa3c617b91d138b7,330ac7a08f11c59eeebc23a4dba974a7,24833,0.496660,0.003340,-1.494,0,2026-07-07T10:14:56
221,c8c29ba24c961b44113d62008fa5f638,03a9e49808b43ccb535cb2eebc12e64b,24816,0.496320,0.003680,-1.646,0,2026-07-07T10:14:56
222,0301156d2d5d78a113917f6524226943,cfdb7df24c9e9602c2a4fe0e643d67b3,25250,0.505000,0.005000,+2.236,1,2026-07-07T10:14:56
223,29396e6e74cb792518eb74fe58c558be,9d00881c9a7cda4db5c7e1b0528d9318,24882,0.497640,0.002360,-1.055,0,2026-07-07T10:14:57
224,37df1dcae697894a6bf64c818ffad6a1,4cfd07cdc7ad5092fd0608ec8fc0530e,24935,0.498700,0.001300,-0.581,0,2026-07-07T10:14:57
225,e5e7782f35af1fe6a5d8a11743ed2ab4,3c6aa77174c64e93c76a237d73d0f696,24873,0.497460,0.002540,-1.136,0,2026-07-07T10:14:57
226,00fcdec845b71efba1ff0fa165a10401,e09e34174141cd6e9619f5fee770de5b,24959,0.499180,0.000820,-0.367,0,2026-07-07T10:14:58
227,76ea6fa59d71a25444d024d0d54fcc7d,563c429f9fd55630065dc43b03320315,25096,0.501920,0.001920,+0.859,0,2026-07-07T10:14:58
228,437b789d04657ea26b012ed415b6e709,b3dbae5137a9a388be214c099ff1763b,24924,0.498480,0.001520,-0.680,0,2026-07-07T10:14:58
229,c5413264435409f0137d8709e5197927,fb0a0c69db76de949b125585daee54f0,25022,0.500440,0.000440,+0.197,0,2026-07-07T10:14:59
230,9215fbf5b069d0e625e3cc13867a55c7,343ebfe2613efe4ab5ad55d07bd1e58d,25094,0.501880,0.001880,+0.841,0,2026-07-07T10:14:59
231,f2c7f8e180f15b9a8a172946948cc2e9,a5d70ed43a0c9e2b6434f2332d631055,25025,0.500500,0.000500,+0.224,0,2026-07-07T10:14:59
232,ad05f811c0c213d10fffd5e7f365dfa9,2fe990d51126551e2124aeaed19842bb,24740,0.494800,0.005200,-2.326,1,2026-07-07T10:14:59
233,2a5a39fe07f2f61bd4f49dea21762fb7,a9c4530ff7540912c949adab541055b6,24815,0.496300,0.003700,-1.655,0,2026-07-07T10:15:00
234,92afdf58cc762811cba441ad0e64c554,b8b3b56da16c53349cd417d6117e440c,24976,0.499520,0.000480,-0.215,0,2026-07-07T10:15:00
235,8e57ccf4b69cb938ca3ee94eb4d15949,9456787f13f7e192c16efc8d71efb10e,24969,0.499380,0.000620,-0.277,0,2026-07-07T10:15:00
236,44d8081aa14145934870ecabe51d526a,a9e4e858386b4658579351dd43486c17,25118,0.502360,0.002360,+1.055,0,2026-07-07T10:15:01
237,7b103b773a257543cad4fe221147e071,42f5a5993773afd31022bb1eb218736c,25122,0.502440,0.002440,+1.091,0,2026-07-07T10:15:01
238,cf709c8d8eabfe6a1aea327e180cbf4f,3d969d6fad36c492e10b4ae35cf5706a,25037,0.500740,0.000740,+0.331,0,2026-07-07T10:15:01
239,220589b098ab35227f4761adfbc3917f,01cd3d9cd4f7ce6ebdea034dd16e049b,25120,0.502400,0.002400,+1.073,0,2026-07-07T10:15:02
240,ce9b592da7f03545015a64da4fa16244,00d8364dc33a3bae8a3d91aecba6f25f,24800,0.496000,0.004000,-1.789,0,2026-07-07T10:15:02
241,353c21bcc442545553c8323c94b377c6,25139c9064e1a7a16bff7075221d5abc,24893,0.497860,0.002140,-0.957,0,2026-07-07T10:15:02
242,105f26ab9ba340b7fc58b63576db1318,ddbd8f387721780b5ae843307036b510,24948,0.498960,0.001040,-0.465,0,2026-07-07T10:15:03
243,61716b705c931571c0d42e9184bb793e,44f1daf3290096e29d620c91214fe9ab,24880,0.497600,0.002400,-1.073,0,2026-07-07T10:15:03
244,a87a83d74df27aa0b84368c7636188a4,b1f58689e31e5c939d55dde1233dcb84,25067,0.501340,0.001340,+0.599,0,2026-07-07T10:15:03
245,a27760f390733c7933145ac690f2a1c9,6d24965d092fc0a4216782e04bb312ef,25053,0.501060,0.001060,+0.474,0,2026-07-07T10:15:03
246,3aebfdb45e37dea66b30b00bd9b7bfe7,801f418008354d2772d5dee9f9f657c2,24915,0.498300,0.001700,-0.760,0,2026-07-07T10:15:04
247,00f9ea4e28a6933c424e74f8e5d2e9ec,c764b96eecb228d2e1cc0cf2713fe5cf,24775,0.495500,0.004500,-2.012,1,2026-07-07T10:15:04
248,116c9300c82df0d7d8da4a49e159d1c7,0bab35903fda1790b4967088e203cf52,25037,0.500740,0.000740,+0.331,0,2026-07-07T10:15:04
249,7353c641944b3d3d547e8867122b0a7d,65ff241a974cd1657fd44d8b5aa02e8f,24913,0.498260,0.001740,-0.778,0,2026-07-07T10:15:05
250,e3f9c45ab66c2595661ecd4bcdc8666c,a8a559bc65e2070a351512234aba8b96,24978,0.499560,0.000440,-0.197,0,2026-07-07T10:15:05
251,1f4b7d240b404751a694665865b7f8d0,ee98024f45f7dd724bc6b0d7e19952a3,24972,0.499440,0.000560,-0.250,0,2026-07-07T10:15:05
252,a53d10cc4ee94afafb03c815a46612ef,1e8ac364c92f8ddd3d8b05361ebb4a67,25045,0.500900,0.000900,+0.402,0,2026-07-07T10:15:06
253,5ddd20c04ac7216065ed7be4e3aa9514,a507b3d6a1e049e591b2ceda4362cd21,24880,0.497600,0.002400,-1.073,0,2026-07-07T10:15:06
254,5c57444fb4f5bf01466f34bdf53fbe20,aeba6cecaf3253dffd3dd7a1bdec7c33,25129,0.502580,0.002580,+1.154,0,2026-07-07T10:15:06
255,bf88b082abce142607dcbded4bc04150,0ad819a6e272995d6d5ebf6e88e463ee,24849,0.496980,0.003020,-1.351,0,2026-07-07T10:15:07
256,ecf39bc96b060a9bb16622fed6303dae,8b8c30bf20284b2f8d19a1d2a8b14825,25211,0.504220,0.004220,+1.887,0,2026-07-07T10:15:07
257,916d8f546cc09ebc62aac79491de51da,8e5e295a10cebbb5699dbc0b9479ef24,25035,0.500700,0.000700,+0.313,0,2026-07-07T10:15:08
258,9fa5f513cb3585c170f76494cbcac9a7,116099318a3c89da835e50c7ba7efdb0,25016,0.500320,0.000320,+0.143,0,2026-07-07T10:15:08
259,86e2a64c1131d63bba3eea16d46482e7,81d8be1497649efd9cf597e825153a00,24969,0.499380,0.000620,-0.277,0,2026-07-07T10:15:09
260,8d2eb54d415157953d4b5e1de175a8e5,c555c5bbe03f1f7876f32eef908bafd3,25133,0.502660,0.002660,+1.190,0,2026-07-07T10:15:10
261,bf1e2bcd7e92a0b01d6b2f5e4547dd92,43d22783dbdecefedba08e6ead5ab9bc,25028,0.500560,0.000560,+0.250,0,2026-07-07T10:15:10
262,e8a7de330797d866a739a41f34a33000,03f42b9938774decc5f481dce89b4ad0,24997,0.499940,0.000060,-0.027,0,2026-07-07T10:15:11
263,857cec3b6d6121e51835c7e79c07ddca,3cf78107f5cf7616cf6753ca45cc898b,24826,0.496520,0.003480,-1.556,0,2026-07-07T10:15:11
264,b0c039c4624562a581790e93007a68f9,9c34025adb14e6920f063132e6444293,24931,0.498620,0.001380,-0.617,0,2026-07-07T10:15:12
265,96272fed348de849731de49270b48052,0e8d4815530a6d721fb730d950dc6e15,24952,0.499040,0.000960,-0.429,0,2026-07-07T10:15:12
266,5d2617aaf31d85f667ce06abdd838667,258a280b1e44325427545d49509c7e12,24859,0.497180,0.002820,-1.261,0,2026-07-07T10:15:13
267,420c6e96510fe24ce71bcbe37e667bbe,b9b37f5f725eeeb0385665019eb8a5f2,24955,0.499100,0.000900,-0.402,0,2026-07-07T10:15:13
268,4ee46a8591bb91fdcb1902c4f07bbd6b,0fa6e2c8c5de896e6d51b339053a2ec5,24939,0.498780,0.001220,-0.546,0,2026-07-07T10:15:14
269,04a8b27d8f4c67758c7c384c194b6bce,a73bf2504bb7a844ed3870a8badc74b5,25150,0.503000,0.003000,+1.342,0,2026-07-07T10:15:15
270,d78c215a85084881332f1370bd06e0c6,44241092ec5ea7a1785532211191bc0f,25199,0.503980,0.003980,+1.780,0,2026-07-07T10:15:15
271,555cdd1111ba733c4d97cecca79d824a,b8048272ef6cfe8adef47decbb1ba724,24898,0.497960,0.002040,-0.912,0,2026-07-07T10:15:16
272,3bc07fe45164f621f029179a7837ce4d,c0351305ee6aeb15464a7bcd24c81cba,24815,0.496300,0.003700,-1.655,0,2026-07-07T10:15:16
273,73e709651855c27780dc0bceec00c124,8575706219fe1df91e1f4541b4f9144e,25154,0.503080,0.003080,+1.377,0,2026-07-07T10:15:17
274,917fd236b74f5a8c45225864ac3f0903,02c42de955cd1aef0d2ec7ebe9e2b55a,24945,0.498900,0.001100,-0.492,0,2026-07-07T10:15:17
275,4329844384bdd41ff68117f975f1d27c,2cf198ac9a0bec6bec6e8338d3d50501,24963,0.499260,0.000740,-0.331,0,2026-07-07T10:15:18
276,19782bf2edf738e458b824869603a8f0,c87086f5ba70dd8bc4dda8cbb8e1c3bf,24920,0.498400,0.001600,-0.716,0,2026-07-07T10:15:19
277,5dc8c4290959f4b13cedcf4d2c7727e8,752b0b8584281afb3a1991bc59917a98,25012,0.500240,0.000240,+0.107,0,2026-07-07T10:15:19
278,c2e9798c0dcfe7a0043eaf161a69e7a0,360b7aaa96ecde07d91e87c0e7203ca2,24909,0.498180,0.001820,-0.814,0,2026-07-07T10:15:20
279,400953ae0f5e762751185436fd82c934,1bc6aa415f14d578b1c58d2afcac6158,25081,0.501620,0.001620,+0.724,0,2026-07-07T10:15:20
280,dbf172891ee6d69e602eff32613a11e0,410cf0b477f62f23d8a6a150cebe9c68,24946,0.498920,0.001080,-0.483,0,2026-07-07T10:15:21
281,75c81a6f69bdac2397bad0ce2b5b4b04,a30e73cba999c830f375a49ae35ec77d,25080,0.501600,0.001600,+0.716,0,2026-07-07T10:15:21
282,d8a951bc3df723030317a215a0fb8afa,31bc35049cdb669827a00e7fdb4b0620,25016,0.500320,0.000320,+0.143,0,2026-07-07T10:15:21
283,d74ba0fdca569a236972d4ab4edb8a4f,e535afdd40f91383d6607dd5a080d561,25103,0.502060,0.002060,+0.921,0,2026-07-07T10:15:22
284,e1d4d25a1d8203a98f571e4499436a65,2294dffb9c25c22bd7a7dd79b43cd496,25106,0.502120,0.002120,+0.948,0,2026-07-07T10:15:22
285,35373e5b90304674da58923fac105fcb,59d86b00dfc9acf6b6fcac59d8b2522e,24826,0.496520,0.003480,-1.556,0,2026-07-07T10:15:22
286,76da12c235eb2b04c7a46da56c2c9087,f51248f4b11405b5700f0ed2194b9783,25127,0.502540,0.002540,+1.136,0,2026-07-07T10:15:23
287,f2d4f39b11d7b9a44801f1e068378b24,93a6be7b0a4f20ed4159f05327a188c6,24908,0.498160,0.001840,-0.823,0,2026-07-07T10:15:23
288,de1925d6a566545e92b56a2904da8ee4,1f9ca3adad9a1cd8895e4be8c6956a02,25066,0.501320,0.001320,+0.590,0,2026-07-07T10:15:23
289,da5bd5c9746bda4f379e272637c68d76,2aeb1a79f11c6dd1877bfb985600eeaf,24985,0.499700,0.000300,-0.134,0,2026-07-07T10:15:23
290,3a65572cd0ac8769e1677aeaf86532f1,e0057d90a271f9778941e30101a3e35c,25033,0.500660,0.000660,+0.295,0,2026-07-07T10:15:24
291,a8267a92c7a839d0a74fce6b4cfbd5ff,144d4f3879a902b5abac9346b5746e5e,24623,0.492460,0.007540,-3.372,1,2026-07-07T10:15:24
292,0b9d3f6f5f4cd38c5518177e6284a13a,26b5d612b489324325edefe7e75792f2,25097,0.501940,0.001940,+0.868,0,2026-07-07T10:15:24
293,06000e2a987ec1fac0ea1ede455d72a8,743b8ec51129d42dc984aeb42e84ce5c,24964,0.499280,0.000720,-0.322,0,2026-07-07T10:15:25
294,9e04d95dea129432d2e38eaed6047f03,13dd92c062838c2cda3110674e0afc25,25117,0.502340,0.002340,+1.046,0,2026-07-07T10:15:25
295,685793132a7020e92c77f3322d1fa53e,11673068b05fbfc9b8f12c007e9ab417,24958,0.499160,0.000840,-0.376,0,2026-07-07T10:15:25
296,c18acc7b82fd0a5fbb786d8cb65c01d8,c73c076d10410518d42770786a7e4a30,25099,0.501980,0.001980,+0.885,0,2026-07-07T10:15:26
297,e3f72c844c64c3909657afaf560efe6f,8aa5cbb7c10f0d233240ef319fbe57b1,24854,0.497080,0.002920,-1.306,0,2026-07-07T10:15:26
298,526d37d04a3716e1e00ee45cf1183370,2be7c2b7cce1556d01ea75e2c61fbafb,25005,0.500100,0.000100,+0.045,0,2026-07-07T10:15:26
299,30d0e6b7b6c6295709f24d2412de64d5,f1865065faaee10a0273b210bc61b1b7,24857,0.497140,0.002860,-1.279,0,2026-07-07T10:15:26
300,31752cb81ac4607c8e62ef53144b0cd6,8824be9e42cf34a753189c8c4ed66e1a,25120,0.502400,0.002400,+1.073,0,2026-07-07T10:15:27
301,38c48af250fdc01a900bb6407a781f07,40218177c0afd1e25b31481a01e63fae,25186,0.503720,0.003720,+1.664,0,2026-07-07T10:15:27
302,bde038346df7e93b049a4529449ded0f,7b1410d62464fa19cf293d3559ab4165,25031,0.500620,0.000620,+0.277,0,2026-07-07T10:15:27
303,fd0c382a9c483aaa7dd9f3a2466f9991,d43d6f5f52aecc205af0ff59d947b0ac,25147,0.502940,0.002940,+1.315,0,2026-07-07T10:15:28
304,cb5d5570cdbad63ee47621ec93fa33a9,a7a7407f31ef789d2ba070a50bb8c228,24966,0.499320,0.000680,-0.304,0,2026-07-07T10:15:28
305,cf69e4c248006eb238aac7fc0a63f0eb,0de4f0246d6b9a628bd063ccfc9f32bf,25211,0.504220,0.004220,+1.887,0,2026-07-07T10:15:29
306,6545b7d5a620544d23d7a378f6a4a0e5,95748e5f62150dd8956d2428768373f6,24920,0.498400,0.001600,-0.716,0,2026-07-07T10:15:29
307,ebc38afd4586dc81fbdd4cbcddc0ce7c,6e14d6e2b6ff73c550f2d8bb4517d3fd,25088,0.501760,0.001760,+0.787,0,2026-07-07T10:15:30
308,d4c821e587d9f2a2ccdd18cb38206fdf,24677abf9a38fd98aa5388e8d5fcedb4,25057,0.501140,0.001140,+0.510,0,2026-07-07T10:15:31
309,7735c79f3b28ade457cd61d604ff2625,09a16eec73a31bfb5fc340baf8b88484,24868,0.497360,0.002640,-1.181,0,2026-07-07T10:15:31
310,58fb52d3efb43426ad798280bcdc5aa5,1274745b5a2fb39d8597889420e3ce62,25120,0.502400,0.002400,+1.073,0,2026-07-07T10:15:32
311,27066a02eb784b30466e9aef92380aaf,a4a681b41a661a5ff461c29c8a2ffcba,25237,0.504740,0.004740,+2.120,1,2026-07-07T10:15:32
312,77110c0229e93b6a720bcbd9849b13fa,41fe6e5d61acf047660f9bf98abef20b,25177,0.503540,0.003540,+1.583,0,2026-07-07T10:15:33
313,76402c1c8b9522abec0cc05a9d40f2ab,421297d206fbd648b9678d2007b9502c,24806,0.496120,0.003880,-1.735,0,2026-07-07T10:15:33
314,d1f59919b5586ff49592cbb6a84c7b81,014bb9503856432701e2c878758b1838,24740,0.494800,0.005200,-2.326,1,2026-07-07T10:15:34
315,d874ffbe7d4562c786be20888d43c5f8,1cc62a19d02eb4912c8693f60f0d42a2,24960,0.499200,0.000800,-0.358,0,2026-07-07T10:15:34
316,3777f7bebc96bdb51283f10a374e7fb5,36128c042027ba998f1feb2dfdbdee16,25046,0.500920,0.000920,+0.411,0,2026-07-07T10:15:35
317,1e91db29dd03d0ccba86bfc0044af6be,4b2a6e421998e9d2de23e52a24ed9a71,24917,0.498340,0.001660,-0.742,0,2026-07-07T10:15:35
318,39d80c3b29704f13a0a994d4aed2b835,f6e5f684a55300998bbe1bfd12033591,25037,0.500740,0.000740,+0.331,0,2026-07-07T10:15:36
319,edacd06f7ed2bd9cad2a340be42729c5,8628ecc519f0da9c337524e760c3e949,25130,0.502600,0.002600,+1.163,0,2026-07-07T10:15:36
320,dc58a0fa47f2e924cc5abb9c580ac14f,25bb82da85234f4e0b06ffb975814366,25140,0.502800,0.002800,+1.252,0,2026-07-07T10:15:37
321,d0752c1101a6c226d85d5723279780fb,23407c14852a40dcda9ec0205be181d9,25128,0.502560,0.002560,+1.145,0,2026-07-07T10:15:38
322,37813f41864d9d4469ef497df7bb9b69,09ad457336dd76ff12b9e6a9bcd1abe1,25066,0.501320,0.001320,+0.590,0,2026-07-07T10:15:38
323,cdc2d0a6cf9856ee9148138bc3594e18,03fb72eb58deaf7b0c34c6783c084385,24968,0.499360,0.000640,-0.286,0,2026-07-07T10:15:39
324,6d81bd24831ecd1ad13d096a43e135fd,c421717cb212bcc326a284230c31ef72,25149,0.502980,0.002980,+1.333,0,2026-07-07T10:15:39
325,54d617af4cf174ea7b7d5bdb1d8260ff,1343cf32080d6e9a12f87cac6daac147,25019,0.500380,0.000380,+0.170,0,2026-07-07T10:15:40
326,8358bc5d1064bdd0661131bd224a9c05,162ff88c598d4b7467416333a9e588ae,25055,0.501100,0.001100,+0.492,0,2026-07-07T10:15:40
327,8f3d4447e16a444512a2b7bdfa43bb22,dc17b9575fa2456c68b3ba0663f75af0,24977,0.499540,0.000460,-0.206,0,2026-07-07T10:15:41
328,c363bbe5d80a13ea8b1820132a0aa8a6,4d6d3afe50975f09e878f9ec39ff7dbc,25034,0.500680,0.000680,+0.304,0,2026-07-07T10:15:41
329,9eb2c3371063c54742c19b7100decef8,d41a097473cd06cae457a94275984d21,25066,0.501320,0.001320,+0.590,0,2026-07-07T10:15:42
330,54065dc88c549d402c83259e0ee3ad4c,88d89cbd2f08452f136fbd915334601e,24905,0.498100,0.001900,-0.850,0,2026-07-07T10:15:43
331,e0ac3f302f448b283d7b7947e497d363,3e1cac14b9abb553f945217b687cdb69,25079,0.501580,0.001580,+0.707,0,2026-07-07T10:15:43
332,6e767d4d1497e6443465487a5d7a0102,4374cf0e6dcbf84792d9a9214a9fd3a1,25095,0.501900,0.001900,+0.850,0,2026-07-07T10:15:44
333,d8d8910d26bf364ffade17d8a7bcbfc3,85db080b757791db4a9138e9d6d32d39,25043,0.500860,0.000860,+0.385,0,2026-07-07T10:15:44
334,8035b002fd4ace41813b6f32448938e5,1f0adc3d48decbc5264f365e40c681b8,24939,0.498780,0.001220,-0.546,0,2026-07-07T10:15:45
335,70d444699f89d3aaf1ce4ef3229d2a73,84b2600ba4ea5d3324d33288baf08ffe,25044,0.500880,0.000880,+0.394,0,2026-07-07T10:15:46
336,b25c25de0a145d561cc2c2b2a31b36fc,99be7650b8ac12d6e8370bf03a16c210,25106,0.502120,0.002120,+0.948,0,2026-07-07T10:15:46
337,06332901f0b6239c4cbe388ed9dd0f55,34bca44051942ced54254b71d51baceb,25003,0.500060,0.000060,+0.027,0,2026-07-07T10:15:47
338,d16f2629f57eb86f90f9ff881c939531,4376530a10c6e18787b7b4aaf4fd7b08,24973,0.499460,0.000540,-0.241,0,2026-07-07T10:15:47
339,a40d42a3a225c34a197ef7c183f9c261,14403fc0fad0d261bb2d53bb09e9f7ce,24959,0.499180,0.000820,-0.367,0,2026-07-07T10:15:48
340,d01d44d11f389d7222fecf96f55e452e,53b6639931136b9feca647b937bbc49c,24851,0.497020,0.002980,-1.333,0,2026-07-07T10:15:48
341,b6b10db4eadaf1f4f2211db035cd4e29,2a185a297df09f4e5f874af643c07f4f,25107,0.502140,0.002140,+0.957,0,2026-07-07T10:15:49
342,efb5ac5f37b38a5eabfe3bc8a5ddbd0d,cdc34a163e916c8ca0647b9c9e647421,25073,0.501460,0.001460,+0.653,0,2026-07-07T10:15:50
343,ea2219f5d61bbdc26d9f2e3b119bc5db,9657d3b1907716470a38847a9193f852,25070,0.501400,0.001400,+0.626,0,2026-07-07T10:15:50
344,6c57bf634e39bc3801ac774735dccd19,515f93f248740956e2a038c7e4d9107b,24977,0.499540,0.000460,-0.206,0,2026-07-07T10:15:51
345,0633093764f2b1bee7420af018ac4fea,3e3c61059a587498bed23f7d4d0b15c2,25026,0.500520,0.000520,+0.233,0,2026-07-07T10:15:51
346,a82e1e4907b44d3b1a561a5770c33954,27ef0836f68ebe438706b29d97f1de8f,25048,0.500960,0.000960,+0.429,0,2026-07-07T10:15:52
347,52dc78a40d0922e157d62e0e4b0000b7,6f3f6fd301a7b4ab43a5fea2253e3add,25062,0.501240,0.001240,+0.555,0,2026-07-07T10:15:52
348,b778495baa99f103196d1a6073074111,386f4e3193dd54477e21d07e2ea9d4f3,25009,0.500180,0.000180,+0.080,0,2026-07-07T10:15:53
349,f72738e7f86807e2751d496b74173143,69eef036075616273617dd81e41b45c6,25106,0.502120,0.002120,+0.948,0,2026-07-07T10:15:53
350,35c96b9656ef83e0fd9b0c3cdb0a3fca,f0200c0f31250f2c17963dacb457e4bb,25057,0.501140,0.001140,+0.510,0,2026-07-07T10:15:54
351,a68e3c6f682d23f66cf4f94c40aea2f6,822ff3d5aaf0b2df989c214a63f842b9,25092,0.501840,0.001840,+0.823,0,2026-07-07T10:15:55
352,b00529dd7668a8c55803b3cceecc9c64,3c148c8dbad2c0dc4e91875c960a71ed,25018,0.500360,0.000360,+0.161,0,2026-07-07T10:15:55
353,d7dcc8d1ba2ddb5364c8f4cbfc140b71,ea16be228701ffb4846140fc35014720,24974,0.499480,0.000520,-0.233,0,2026-07-07T10:15:56
354,03e558b2e1e2bcac32cc1d9dfddcf75c,0d6bf4948d78bcae8760d8fd23ec67b7,24950,0.499000,0.001000,-0.447,0,2026-07-07T10:15:56
