trial,in_mask,out_mask,count_zero,prob,abs_bias,z,exceeds_threshold,timestamp
18,39d2c72f4b1c9f4bbc92e477e41a4113,1a220dead9fc12f0eef347f7a4ac4474,24902,0.498040,0.001960,-0.877,0,2026-07-07T10:13:56
19,8fb357b1c0e776eac3096603233c589e,a2c37d4506a425d600fe12f9023b1e82,24875,0.497500,0.002500,-1.118,0,2026-07-07T10:13:56
20,4a0f503ba9f528100fed3ff1d8ba3ecf,e66fb2a979cf7df63aa7d16cc5e61b55,24992,0.499840,0.000160,-0.072,0,2026-07-07T10:13:57
21,43524e8d15469c8b9d3fb5f39f2300cd,1ce95136763399232f8a5ba0842d79ce,25113,0.502260,0.002260,+1.011,0,2026-07-07T10:13:57
22,5915f4febc4448da1ff649ba4815cbe2,6b296d17ad33bb31be3e6c0928ae0372,24775,0.495500,0.004500,-2.012,1,2026-07-07T10:13:57
23,0d28cf963acf09097003cda53f6f56e8,5862af0231aa9c7846a58b72ec12d2e1,25023,0.500460,0.000460,+0.206,0,2026-07-07T10:13:57
24,10f440ec6944d06f98aa2a1431f8e639,4f5e0460c5518805eff61a9973883d20,24990,0.499800,0.000200,-0.089,0,2026-07-07T10:13:58
25,2e92fca3fa8aeab6ad87ba9765f99fe6,60562035701fc53140d5b4823111a4c5,24886,0.497720,0.002280,-1.020,0,2026-07-07T10:13:58
26,2b98e7fe4684e51fdf9886d24a19536d,29d5eacc652a1f009dabbc300e9a60bc,24856,0.497120,0.002880,-1.288,0,2026-07-07T10:13:58
27,bd221f8311c321346e93199613481343,f7c8e2379d1da82e5d3e1c59ff4e4645,25084,0.501680,0.001680,+0.751,0,2026-07-07T10:13:59
28,b8b6203c5648ad6c46b9b215afb90a9a,f1af730f3ee5814b2c7faf20f964f750,25108,0.502160,0.002160,+0.966,0,2026-07-07T10:13:59
29,6564d8023ac09ddf43da11f1263fb736,c0124e50590b6f3b92e4d3bd5539cc1f,25035,0.500700,0.000700,+0.313,0,2026-07-07T10:13:59
30,cb46ec8b67fe5fe223cab1660e8995ec,d59e87121156512ca9f7d764cbbb1bac,24933,0.498660,0.001340,-0.599,0,2026-07-07T10:13:59
31,676d518348b30c887b84840c444e32b3,1f110ab4140f2f494e050084903c25ac,25117,0.502340,0.002340,+1.046,0,2026-07-07T10:14:00
32,500c93fa5359d6e582b6b0f157920e64,df03c20205d1de9d489bb72b4434ad60,24972,0.499440,0.000560,-0.250,0,2026-07-07T10:14:00
33,6f2e0e556bc3e36ea9e487d0bd71a0f1,d298310e67f782059e78faa216502e18,24969,0.499380,0.000620,-0.277,0,2026-07-07T10:14:00
34,d15e42ff344dfec11ff1a9ccb549e8bd,83bb9878988da1586ce45a444d8252c4,25146,0.502920,0.002920,+1.306,0,2026-07-07T10:14:01
35,3fe77c20fcd3d35cf7ddc59298313aff,27da271fe111aa1ff8514657ed862961,25126,0.502520,0.002520,+1.127,0,2026-07-07T10:14:01
36,2231e886e916db3c408535e4e4544180,82e1a8c03cf0942e6acf5251c247e09e,24949,0.498980,0.001020,-0.456,0,2026-07-07T10:14:01
37,3d91bd10a4277a6a533b8b381515f75f,eedf7e8d5b9321de30f75de09c5d620b,24830,0.496600,0.003400,-1.521,0,2026-07-07T10:14:01
38,d88913e554fd460a6433d6fe2ae2c3f0,d3e1d30f0a52c933d1a07a3d516c899c,25118,0.502360,0.002360,+1.055,0,2026-07-07T10:14:02
39,381de0c04c587cf6b6dc2a28c09a2935,937cb80422cf89c7e27ccbea14ec84c5,24975,0.499500,0.000500,-0.224,0,2026-07-07T10:14:02
40,a1f3e1d68477c91058ce01d8277fd681,9d75b46fd75ce338a140bdcc3373c374,25028,0.500560,0.000560,+0.250,0,2026-07-07T10:14:02
41,9ec86a430c2a32ca1bc06f55d376a6ef,7adf9c83a200a4c5dc59ef3db2aa1fd3,24977,0.499540,0.000460,-0.206,0,2026-07-07T10:14:02
42,de1adb5f8fe63b03544b114ad90b2584,640ff229144cbaed458ef29d96fde324,25095,0.501900,0.001900,+0.850,0,2026-07-07T10:14:03
43,708b1d51d3a56a66eaf452074e3168e1,a8f5776e3cb786bc06d4dd2ff214d8ff,25119,0.502380,0.002380,+1.064,0,2026-07-07T10:14:03
44,b97bc302d2d961260472efb3757dc598,4e7cb45a070d30622c4adfd599cbe528,25140,0.502800,0.002800,+1.252,0,2026-07-07T10:14:03
45,b34b2f8f02fa677b1b28b7471f920db7,d87883f828b4cf7727f071f86488e62e,24912,0.498240,0.001760,-0.787,0,2026-07-07T10:14:04
46,7e7d395b59904ccc6bb85a14ad68dd79,e5b814ee40782956db0b4ab961bc82c8,24673,0.493460,0.006540,-2.925,1,2026-07-07T10:14:04
47,2179c9f08bf6e1156b441955308d0a87,c509fcdc9c0ab2e7218ea36251f16296,24917,0.498340,0.001660,-0.742,0,2026-07-07T10:14:04
48,fb95a0be39889b9ff63071f1af283d9d,e0188a8b8a1957eb291f5e0ee1d7ace6,24963,0.499260,0.000740,-0.331,0,2026-07-07T10:14:04
49,4d6105f3bfd9225ec830dd23da0cbe7a,423f0bf7f2bb08126d05da6da8ce6418,24934,0.498680,0.001320,-0.590,0,2026-07-07T10:14:05
50,5c83cdcf422034df0c3033d07a49a503,7958ad08ceab205cd1eedad30eeeb6df,24886,0.497720,0.002280,-1.020,0,2026-07-07T10:14:05
51,8f96640431b878f5372145949bdce9fe,cfb985f9ec95986be887ba587204fd9c,25132,0.502640,0.002640,+1.181,0,2026-07-07T10:14:05
52,133ae725f28984c9df1f2ef76b6027a4,8ae9adaffe54380670f09d1ace0bbddc,25179,0.503580,0.003580,+1.601,0,2026-07-07T10:14:06
53,60c8984f5bf872d53ed45f82d69ef61d,b0da9e46593889f8883a3c132734409a,25198,0.503960,0.003960,+1.771,0,2026-07-07T10:14:06
54,26862db96d1dadf1eb1dbada4d1c625d,00cfe4ccdc7f56a3eadee70450982f1d,25029,0.500580,0.000580,+0.259,0,2026-07-07T10:14:06
55,472d4416f58083644ba0f90ccef155b1,735f788a8367207fac35ddfdb4fd264c,24959,0.499180,0.000820,-0.367,0,2026-07-07T10:14:06
56,0fc6ccfa66096fa8097117e0f9aa6b00,b70ece7258b0e6fa1ccb880cfd2545da,24913,0.498260,0.001740,-0.778,0,2026-07-07T10:14:07
57,b4e92e73fc92ab51e78ad375c0bfad4d,31fcf8bf47948b6a27e95657e372b9a2,25074,0.501480,0.001480,+0.662,0,2026-07-07T10:14:07
58,9ab84a635d315bea896b813701e81e56,aac78b18c884baeda2670b06953908ca,24813,0.496260,0.003740,-1.673,0,2026-07-07T10:14:07
59,1b9aeafb8e54a85f59540ff9988193ca,28a871d25f243aa68d4c599c2f006662,24947,0.498940,0.001060,-0.474,0,2026-07-07T10:14:08
60,64df13e871230ee2b92f284db2565d84,53b0de54fcf08886c7b9f8dd6c3175ca,25026,0.500520,0.000520,+0.233,0,2026-07-07T10:14:08
61,e9503c9c0e222a552c04e2ae3c807987,c5d87839d817dbead14768cbebbc17e2,25054,0.501080,0.001080,+0.483,0,2026-07-07T10:14:08
62,a76e9422dd63e53b4d58153063a17e03,619c85722e4e65402bac4c5b4f2e69ba,24999,0.499980,0.000020,-0.009,0,2026-07-07T10:14:08
63,3df5a4eb4f47e6f9c3da805749278cd9,32517244fcb4f18ae9376aed32f1eb40,25048,0.500960,0.000960,+0.429,0,2026-07-07T10:14:09
64,acd47c863325f29e12c35944c81cccf2,999e942ed4a555afcffedca8ad453f25,25059,0.501180,0.001180,+0.528,0,2026-07-07T10:14:09
65,129ca2c53c187aa2f97896243d288a33,eab6ef1af75f8842454ac148d0fc0579,25139,0.502780,0.002780,+1.243,0,2026-07-07T10:14:09
66,5798fa738295dbd7a14a6e10633d1329,5334f56265e2a18e19c36ec6533509e6,25158,0.503160,0.003160,+1.413,0,2026-07-07T10:14:09
67,bd0efdfb91aded5a29deeba36110d555,44823914d266082202db8579d2720530,25060,0.501200,0.001200,+0.537,0,2026-07-07T10:14:10
68,dac3edc131f181223f050e07028d09bc,07717b06c5de85f316f9f7c1f1c047b8,25121,0.502420,0.002420,+1.082,0,2026-07-07T10:14:10
69,16e770370cdfeacacdd39b71ff0df143,d481661cc5a46f8cee4ff7f1092a1bd6,24866,0.497320,0.002680,-1.199,0,2026-07-07T10:14:10
70,abecc52c94ae7587497d80277a6ed005,fd21ebe64d4c08f757e8250971c18ee0,25290,0.505800,0.005800,+2.594,1,2026-07-07T10:14:11
71,be10eb72e63c170fb0ac1ccf87935b24,ebce153a10b1356bf46c9a49b921ae3a,24905,0.498100,0.001900,-0.850,0,2026-07-07T10:14:11
72,d91a6d69d0540caa8203240719237a78,b7517fbce1d0106b9fb770efc0a2613e,25043,0.500860,0.000860,+0.385,0,2026-07-07T10:14:11
73,379eec6ef4e7df03711d86fb41741f01,e7dd57fdd862a5c11b1d67a80cdcb44d,24885,0.497700,0.002300,-1.029,0,2026-07-07T10:14:11
74,b904795e0fbc22bd1d786f4b0a25d1db,dc5b0c9f848e4d941d94e45716987b98,24827,0.496540,0.003460,-1.547,0,2026-07-07T10:14:12
75,bbf487fbb85b57f42b641d18cf1eb88d,2b120c9da0615f0cd1b8a9205a2eff46,25038,0.500760,0.000760,+0.340,0,2026-07-07T10:14:12
76,b833be6269857fa98f72d59d471d1fbf,9ebd3944e72fcbdd8ebdffd0a7d469c2,24942,0.498840,0.001160,-0.519,0,2026-07-07T10:14:12
77,7e467e482688e6fd3e51c50f97589706,199a814158a48f2c175e166dccaf30de,25038,0.500760,0.000760,+0.340,0,2026-07-07T10:14:13
78,5a940d8c2f80383b92799ff6e46ba9b7,7253b8ae90d123cab8fa1b9cebbe21c3,24969,0.499380,0.000620,-0.277,0,2026-07-07T10:14:13
79,49fb2888079e597632ea503f5bc0a84d,35e658608b613956bb16e58b6752368e,25235,0.504700,0.004700,+2.102,1,2026-07-07T10:14:13
80,7ed6ed167771e1ef24ae5c41df77a947,8548b73d464db7c1ded115e88c809485,24988,0.499760,0.000240,-0.107,0,2026-07-07T10:14:14
81,6a12765f2f3d817f7e8f76ca349d5e19,463ce5fe55f74ba64576bc44b4f71cfe,24927,0.498540,0.001460,-0.653,0,2026-07-07T10:14:14
82,1b4ee8963e528a8668e3800c417b0cfe,a7ac2aef7f4bfb3a4c7fb8ffa0cc6b49,24828,0.496560,0.003440,-1.538,0,2026-07-07T10:14:14
83,9e1ff95c01e6f987f5590a13db83fde7,036cb88b6abc62a311c5cb9b5446d6f0,25113,0.502260,0.002260,+1.011,0,2026-07-07T10:14:14
84,d309b3ed0b034b555aa94542eeb00ccf,282c5f31707376256ae9018a97655feb,25111,0.502220,0.002220,+0.993,0,2026-07-07T10:14:15
85,9e5b667e2c1d73cdc7bef5426edf58dc,f72ff5c6808da6dcba804317047d67ad,24931,0.498620,0.001380,-0.617,0,2026-07-07T10:14:15
86,0a955f1f88db0646235d7951e5c9ca40,8373270de1118831cb68f94a9c5806d7,24947,0.498940,0.001060,-0.474,0,2026-07-07T10:14:15
87,dc58a8b7b0a39d2d02906766ed025a52,12886418fef02b7817c7639ad6268409,25129,0.502580,0.002580,+1.154,0,2026-07-07T10:14:16
88,92f54d6b074f9f35f9e3faf21b905d07,6991f4bf7ca6c2728d6358527cbb0704,24961,0.499220,0.000780,-0.349,0,2026-07-07T10:14:16
89,2fc8b21907a86ff8fdd3a02c9e3cc232,8f35b09a30b55023c7f532f1246412aa,24965,0.499300,0.000700,-0.313,0,2026-07-07T10:14:16
90,b9d7538e2b1746487195ed4f2f2b0e43,f78baa2a23c372f0fcc37f3f9bbb8802,24870,0.497400,0.002600,-1.163,0,2026-07-07T10:14:17
91,1d4678a3ac6a199beb563fd235de3aa0,c4f6fe8b5da7c2c3b4668f9be84ebd37,25073,0.501460,0.001460,+0.653,0,2026-07-07T10:14:17
92,d202030a7f8d6fc73edda10104eb1a08,60da0275ab8b0e4fcb0c49fa7a0b8a8b,24990,0.499800,0.000200,-0.089,0,2026-07-07T10:14:17
93,3e07ef3ce86fcce0924f0843b36ab2db,215ffdd20fc16988e24a7ba8b33497f9,25268,0.505360,0.005360,+2.397,1,2026-07-07T10:14:17
94,2f4f957fee88681569b00e0ac4baf828,562351060b86c0082ddc9d8b14614932,25228,0.504560,0.004560,+2.039,1,2026-07-07T10:14:18
95,90e833aaac374b5735bc833bcecb0880,9185e6c40ac164384f4342038adc98e9,24971,0.499420,0.000580,-0.259,0,2026-07-07T10:14:18
96,4629a1f5c286d9daba6b0033edae5e7d,db70fe3b372207bdce77c4b007634877,24978,0.499560,0.000440,-0.197,0,2026-07-07T10:14:18
97,e40b4ef8595de1c8cd653d7ab1efef05,a38f606c47a18fa850651dde5798fe1f,24872,0.497440,0.002560,-1.145,0,2026-07-07T10:14:19
98,faa822b58e7db72c3c76587650175815,eedf05624fa16bbcaf4b6f1cdbed1ac7,24720,0.494400,0.005600,-2.504,1,2026-07-07T10:14:19
99,8b669100a2283cc86cb04cb4ea57373b,b10e9b5b370c1020b6bd8476bf58f549,25057,0.501140,0.001140,+0.510,0,2026-07-07T10:14:19
100,81712fdad8084b97112be65149d039b7,e3da6a3c62ec6a36824b95bc3125de98,24996,0.499920,0.000080,-0.036,0,2026-07-07T10:14:20
101,cd01c1b70bf1f55e001b18104b1f262a,911542bcb047a33f173237dbbbd391b5,24726,0.494520,0.005480,-2.451,1,2026-07-07T10:14:20
102,f95448121a947a244900e3ec016c8999,809baa9faef182b2071a82d0b3349e33,24964,0.499280,0.000720,-0.322,0,2026-07-07T10:14:20
103,676b82464be92b16d1bbb7cce36ce157,e5233fd85e9975290ccfd4ac94ebc9df,24978,0.499560,0.000440,-0.197,0,2026-07-07T10:14:20
104,a2d486149d3305f45a845e5d8a9e407d,4185101b3622276489e02d269ad8f0f1,25005,0.500100,0.000100,+0.045,0,2026-07-07T10:14:21
105,670f11cd22da5bd94d47edf36cfdcc1a,c4425494ad75f0ad0d6f779f719c41c2,24936,0.498720,0.001280,-0.572,0,2026-07-07T10:14:21
106,cec150c6633ca002e804ba0bcd2ceb85,e029803dc0edec49dba5fe678543e6de,25027,0.500540,0.000540,+0.241,0,2026-07-07T10:14:21
107,64ee08bc3ba8145bc0e73009255c730d,672950f1ff6e096252269bf0ab53c13e,24963,0.499260,0.000740,-0.331,0,2026-07-07T10:14:22
108,fb0662085e38a6ba7aaf1290e288d9f7,4a5194d74ef5b515a951ff46c3dad764,24981,0.499620,0.000380,-0.170,0,2026-07-07T10:14:22
109,879fd2e5605240ac1b085669e424580d,0d23822ea60a9a6b999d5fa3e3b6ff2b,24939,0.498780,0.001220,-0.546,0,2026-07-07T10:14:22
110,bca9a555da36290730df689e8c8b908e,af7bc809c1b8610eaf1d403c40b7f0ec,25022,0.500440,0.000440,+0.197,0,2026-07-07T10:14:23
111,cc8b5500ef30fb3b237db5687f303e44,6e3f0ee36ca51d1bfe474ce1b43433d0,24980,0.499600,0.000400,-0.179,0,2026-07-07T10:14:23
112,cfac9eff316dcda6e2f50d8cd18da1ca,ac8f9c90b229677b2597c669bc5ccd54,25104,0.502080,0.002080,+0.930,0,2026-07-07T10:14:23
113,1ad330ba223dfc899fb05ac322fbcef2,26a58c105422141779fc1e5c6c57d28b,25102,0.502040,0.002040,+0.912,0,2026-07-07T10:14:23
114,21edf0ba46644340061f399428ceb722,d7ab8e734e67d112a4e4c33de3c66e58,25046,0.500920,0.000920,+0.411,0,2026-07-07T10:14:24
115,393391cf6da5063c9c1bb6897f31839f,844a4bb081b6735e77f5810f72971e59,24921,0.498420,0.001580,-0.707,0,2026-07-07T10:14:24
116,64091a8b39051cf7d51b49f8448540cc,2ed335af88314556585687746983700e,24954,0.499080,0.000920,-0.411,0,2026-07-07T10:14:24
117,9385991db3110821fb865233c3b3ca99,95286516e560d596f6b02f5f73ae514d,25054,0.501080,0.001080,+0.483,0,2026-07-07T10:14:25
118,4fa93b3787092a1b637cc887ecf514b8,d9b2c18fedc0f4c730d987face144e2e,24939,0.498780,0.001220,-0.546,0,2026-07-07T10:14:25
119,2b59b9eeaa32d077a1b9c2453e73ca11,2866adfb694460453f2df96d10c9c226,25104,0.502080,0.002080,+0.930,0,2026-07-07T10:14:25
120,0acf0fffb33662ac11968c1999dfec95,9024fa25d5e20269b8695d9dc43e88ba,24952,0.499040,0.000960,-0.429,0,2026-07-07T10:14:25
121,ba04cdf5df9d4c01bd84300caad68bca,2d22e9ca5d31e8c3772ddb3679a6877f,25230,0.504600,0.004600,+2.057,1,2026-07-07T10:14:26
122,4849ccfab42033454c6ecf274352c33f,b16e21a3bbd87bd8bb02ad669df86ca7,24957,0.499140,0.000860,-0.385,0,2026-07-07T10:14:26
123,e574686b309fde19d200af41d106afc7,c6c87fe7c60fc6fc88aacd030040a889,24828,0.496560,0.003440,-1.538,0,2026-07-07T10:14:26
124,635d56d914caba06c8dfa078b9d0e5b4,e0452dcc25a0ada1119368596e0b8881,24928,0.498560,0.001440,-0.644,0,2026-07-07T10:14:27
125,d48697528396d6e485b4269d80378205,eb0c62c6cb92f9c2d59269dacf673d8a,25017,0.500340,0.000340,+0.152,0,2026-07-07T10:14:27
126,108ca5069296249c9c56a0203d0248c2,eb34f636cc3347ca631070205adfe330,24978,0.499560,0.000440,-0.197,0,2026-07-07T10:14:27
127,982f76eb70b5ef7e1b0cfc6bf72576fa,a81dee22e2769c1b875aa0b745194270,24904,0.498080,0.001920,-0.859,0,2026-07-07T10:14:28
128,4500a082a691266e90cbb1b24736b5d5,17a5b3557a2f69ea558e523188f5925b,24778,0.495560,0.004440,-1.986,0,2026-07-07T10:14:28
129,7e020864e1caa7f661d5ddb2f8f5702a,ec89aa17281ebe45c4e2390509583bed,24668,0.493360,0.006640,-2.969,1,2026-07-07T10:14:28
130,4903a90057bf6b6317c232312053702d,11d7fd3b025999ef0805aafc653256a5,25018,0.500360,0.000360,+0.161,0,2026-07-07T10:14:29
131,32c2df996e1dfc5a8fd38cfbc1840694,0a68adc5cf2b2a98696a61d9076539fb,25110,0.502200,0.002200,+0.984,0,2026-07-07T10:14:29
132,7ed6eb12a4358b81a623ef24c20784fc,d368db6c2e36eb88e7f0ec7969d7bb19,24893,0.497860,0.002140,-0.957,0,2026-07-07T10:14:29
133,cf268903be46cb621cd1d31265f4e41a,ced2191ae226a100a3b5569f3d873106,24992,0.499840,0.000160,-0.072,0,2026-07-07T10:14:29
134,270959a25d6c65fb3d3cdfb9974c15da,c603760b74f9b3f2c36397ec4d96348b,24996,0.499920,0.000080,-0.036,0,2026-07-07T10:14:30
135,fcd76d2f61b7ee552e053669cb3adbf7,3599ed34230631852d4d6ebd34308d74,24868,0.497360,0.002640,-1.181,0,2026-07-07T10:14:30
136,4e5ca4a47c46c75e6e490b12a3df76b9,07ec1f9f4444fb407d0ee2d34cce8a15,25086,0.501720,0.001720,+0.769,0,2026-07-07T10:14:30
137,ff5374cfc32e41a881789048dc548540,0ac5a3bd793de4a8a04f3a4d133f067d,24991,0.499820,0.000180,-0.080,0,2026-07-07T10:14:31
138,b9361e2ffae7b62b8d1df021e76fd1db,dd62a80ca1bbf3ef6957e3238c115f23,24793,0.495860,0.004140,-1.851,0,2026-07-07T10:14:31
139,f9f69e2e9f3f8a1d304d83878e31e8f3,c2f2840cde988d342767cd51e5e8170c,25052,0.501040,0.001040,+0.465,0,2026-07-07T10:14:31
140,0146d925142bf3ebff0157dcdb5fb5d7,5cd4d9beef18c4057bd7d86359e320b5,25285,0.505700,0.005700,+2.549,1,2026-07-07T10:14:32
141,42c8fe94d56e9f543047d250972903c2,3e768b8010f3cf93055df8a2660128bd,25015,0.500300,0.000300,+0.134,0,2026-07-07T10:14:32
142,fd4593ed6b03fabfabec21c3d1db791b,15f1db0aa3394d2f6a0d21c483ff1323,24904,0.498080,0.001920,-0.859,0,2026-07-07T10:14:32
143,f72eea6e863381d295e3a99e42e8505b,5592cb3342ecfd373aabb86747995209,24967,0.499340,0.000660,-0.295,0,2026-07-07T10:14:32
144,f31acf8a6ba5d51ef07ee8ab4a424a0b,1f7098edf600c49d43b9d705bbbc2acd,24893,0.497860,0.002140,-0.957,0,2026-07-07T10:14:33
145,3691892068ecb6cf3801560e1026701d,6fcf974a2f71af033a1d6b00be5deecd,24751,0.495020,0.004980,-2.227,1,2026-07-07T10:14:33
146,a54cfd4e41272009d273dae720d4df74,430e6555f64feacf7690703283b33748,25150,0.503000,0.003000,+1.342,0,2026-07-07T10:14:33
147,a92fe34a820118f8b5cef3b92660a0d0,210da62f17a4af895c84e9277dcfff18,25309,0.506180,0.006180,+2.764,1,2026-07-07T10:14:34
148,1c2bef36e74c85905e886344306f4f44,e083472498b63e95f666c2c3494a30c5,24916,0.498320,0.001680,-0.751,0,2026-07-07T10:14:34
149,59cd97ce16c75af05ffacd45c7c72873,f887bda16f175aa4b6f75dec89598a62,24978,0.499560,0.000440,-0.197,0,2026-07-07T10:14:34
150,c339f8e92e3ccb5ff923d8c4226b911d,829c49d694966fe68f5489d16c5aa392,24958,0.499160,0.000840,-0.376,0,2026-07-07T10:14:35
151,110e59e78b81d907dd3a0347f7256d85,38bdf9f71c4d6b25892dceef739c8a8b,24977,0.499540,0.000460,-0.206,0,2026-07-07T10:14:35
152,cbae5c76647f90fd2e92f8ccb5c1ea68,6f74978b896e14a1cbf5b663437e2263,25029,0.500580,0.000580,+0.259,0,2026-07-07T10:14:35
153,b6dd8694a6e9272adacfc609235f789e,98bdc26d7629e0f269015ba27b5e34b9,25077,0.501540,0.001540,+0.689,0,2026-07-07T10:14:36
154,e648bf33a90da5823f8dfa8081e01713,9afd2ee84582583bbd07dadd647e1fe3,25041,0.500820,0.000820,+0.367,0,2026-07-07T10:14:36
155,a95180330f191eb7bc32ddf980fcb97e,d3c38ccb7ccde25e1ecd7b8bbc15d5c4,24926,0.498520,0.001480,-0.662,0,2026-07-07T10:14:36
156,bff0b00887f4f7b31f0d36479620765d,81e7f617ba2f2f07e6d1b755a0261f51,25002,0.500040,0.000040,+0.018,0,2026-07-07T10:14:37
157,75607d197aa6d4a839dda5bfb48c62f7,6c978e15b0a4f8e82edb5f059f5f9d19,25161,0.503220,0.003220,+1.440,0,2026-07-07T10:14:37
158,0ed1fc683b41563e89e83a240de41935,37f379b1d8fe5f6d4c3aa3e53e0dec60,25031,0.500620,0.000620,+0.277,0,2026-07-07T10:14:37
159,030b7e0a8d3e2f0aced87618e2ff2954,018188a73e62b54d7e3a64227cc4b2fa,25088,0.501760,0.001760,+0.787,0,2026-07-07T10:14:37
160,6dbba9656a4ef27894a4620b828adb69,0548bcec10a98930779acad06b9fd8c7,24893,0.497860,0.002140,-0.957,0,2026-07-07T10:14:38
161,30e6f8f2001f86dda2c92834df62bc2f,49d9118145593abbb1915501701f1e64,24892,0.497840,0.002160,-0.966,0,2026-07-07T10:14:38
162,c332b4653491f7b846911f4ddf7ab87a,6bd4cb4f93e889a5b1e024f777bea1c4,25207,0.504140,0.004140,+1.851,0,2026-07-07T10:14:38
163,85d16d09717fe78b3cf2e708c616aae2,689cecc9104931e1a07f5640664b5d29,25014,0.500280,0.000280,+0.125,0,2026-07-07T10:14:39
164,27cb2d41ae1a052dc35e7eb90b5722cf,1c776631017b0a4fc77b493a2f95ee8a,24957,0.499140,0.000860,-0.385,0,2026-07-07T10:14:39
165,c5d23e17985996f5a86f59a98f221a97,2164c765140cce3065b230499ab7d818,24959,0.499180,0.000820,-0.367,0,2026-07-07T10:14:39
166,3a2e8614d551c86518458bc59c4cfa5a,330778aae662ecb98b937f3434c6205d,25140,0.502800,0.002800,+1.252,0,2026-07-07T10:14:40
167,5843892729a77459151f96a69f6ca504,bd196db0d11b220ac5166ae2e8cf41dd,24927,0.498540,0.001460,-0.653,0,2026-07-07T10:14:40
168,41bfe411676d0e668066f4c813c2adae,cf5cb64a3eaf9110f2dec4e31339a51f,25009,0.500180,0.000180,+0.080,0,2026-07-07T10:14:40
169,064c263a8dcb7b498a22d83d5a263705,12164a667c28eaafc13084547d3825fb,25011,0.500220,0.000220,+0.098,0,2026-07-07T10:14:41
170,5c4e67b3b11916808bb462e29f73c15f,562796ae7fcb5160c99b2384cf972a13,24922,0.498440,0.001560,-0.698,0,2026-07-07T10:14:41
171,675eb6efe82ff240ce4f09714e432e64,6442604d2c162d2aba6eb71274de128d,25146,0.502920,0.002920,+1.306,0,2026-07-07T10:14:41
172,806e19338614c1da5bbac02849a2cc2a,4b6c490a76003c15be7dbe4cd97d89db,24870,0.497400,0.002600,-1.163,0,2026-07-07T10:14:41
173,465f4238c33050524a5fbe8b523878e6,f95bcc8d2f756741b78ee4e68921e9c4,24877,0.497540,0.002460,-1.100,0,2026-07-07T10:14:42
174,94a1e11d69f1c50716b27a367b6403ff,f9b829eef4dc8d1f1320a441faebc08b,24779,0.495580,0.004420,-1.977,0,2026-07-07T10:14:42
175,18a4a92fedfcb18d15849f2d85c94709,0bea4b0e1bde39da1bd7ad701c1ae79d,25107,0.502140,0.002140,+0.957,0,2026-07-07T10:14:42
176,423071bff53be2271b816daf29806a59,9d1aa10220bf00e4b81842571858d9b3,25010,0.500200,0.000200,+0.089,0,2026-07-07T10:14:43
177,df04387742ccd680645a4210628c11ac,57ff648e18a9e587b5d07d5926b25803,24948,0.498960,0.001040,-0.465,0,2026-07-07T10:14:43
178,162f18ecec293d2ebf8fad13138c04fb,b75fd4ad8b8afffad8b80e2f67939006,25096,0.501920,0.001920,+0.859,0,2026-07-07T10:14:43
179,5f6296c554ac093944b285a5ee414e81,f4aa6a1592e57c496f1217f7d2c19387,24863,0.497260,0.002740,-1.225,0,2026-07-07T10:14:43
180,52901eae2191116e3aafcdc49d1a5dd0,dced1950fb1814e06a2fa34a6ddcdda9,24884,0.497680,0.002320,-1.038,0,2026-07-07T10:14:44
181,e2c32330362c231a3ab3428a7cd102a0,e8666d6ea195fc00179c71d1c110a99d,24940,0.498800,0.001200,-0.537,0,2026-07-07T10:14:44
182,1b5e149904c0ddc177c522a5aff77368,b6834e73c9260387f521b12f0a4fead7,24973,0.499460,0.000540,-0.241,0,2026-07-07T10:14:44
183,520d6bee2c001e995bdcd774835ef76b,295cf9fde15d166ab7b212ad20bf9c48,24949,0.498980,0.001020,-0.456,0,2026-07-07T10:14:45
184,bba28cae39897c67a4ee7e27f10949fc,8a0e7247bb9a3672f3420f4a2c5a20ce,24964,0.499280,0.000720,-0.322,0,2026-07-07T10:14:45
185,318cae95de764f5141ddc1209b0dad0e,b12c5d7264069510a88c8f4d8fc3ff12,24955,0.499100,0.000900,-0.402,0,2026-07-07T10:14:45
186,b5c7c3fcbfaf46267cafd213ac960e14,c8e6836ea6ed1aff3d14cb29453bbaf0,25139,0.502780,0.002780,+1.243,0,2026-07-07T10:14:45
187,68516fd13d5ebc0d87d440aa55cf8ca2,0b561ae6f86195db1c2edfcc5e3c5079,25095,0.501900,0.001900,+0.850,0,2026-07-07T10:14:46
188,4c7e13625906ee1381d0498975e87be6,0cdd79073e5d77f38dd183c840e405b7,25104,0.502080,0.002080,+0.930,0,2026-07-07T10:14:46
189,71bb96ab87410704ebfbd8535fa1fbc1,1625aa1b010551d7fe35ebb3aebda598,24855,0.497100,0.002900,-1.297,0,2026-07-07T10:14:46
190,607822a225f6192163204c069a098793,d5fda655061c59bed6847cfc1e30a359,25036,0.500720,0.000720,+0.322,0,2026-07-07T10:14:47
191,2f1347521846846938c029730efc0fe6,64bc122c6b3c47202fe92a20f0cd6145,25014,0.500280,0.000280,+0.125,0,2026-07-07T10:14:47
192,dbf431b929985f3a080e6e8e6e376b97,4df822a284f5c530dc52e25908aa75a4,24934,0.498680,0.001320,-0.590,0,2026-07-07T10:14:47
193,bd643eada4fe911b4a5b577f79b3e28c,3a647c4d847f25a200c17440f28588e3,25031,0.500620,0.000620,+0.277,0,2026-07-07T10:14:47
